0,0
Quota Premium,68799.5
Quota Premium,45802.75
Quota Premium,43948.25
Quota Premium,44646.75
Quota Premium,52184.75
Quota Premium,51973.25
Quota Premium,53118.0
Quota Premium,51903.0
Quota Premium,52220.0
Quota Premium,56477.5
Quota Premium,62530.0
Quota Premium,67778.0
Quota Premium,69300.25
Quota Premium,36286.0
Quota Premium,31697.0
Quota Premium,31680.5
Quota Premium,
Quota Premium,
Quota Premium,
Quota Premium,34277.25
Quota Premium,36153.5
Quota Premium,39692.25
Quota Premium,38887.0
Quota Premium,38445.25
Quota Premium,43895.5
Quota Premium,29569.75
Quota Premium,30475.5
Quota Premium,32332.5
Quota Premium,38365.0
Quota Premium,38569.5
Quota Premium,33160.5
Quota Premium,32165.5
Quota Premium,35811.25
Quota Premium,34135.75
Quota Premium,37369.0
Quota Premium,35427.25
Quota Premium,34949.5
Quota Premium,41560.0
Quota Premium,39533.0
Quota Premium,38210.25
Quota Premium,37611.25
Quota Premium,38358.0
Quota Premium,35109.0
Quota Premium,30312.5
Quota Premium,33151.25
Quota Premium,30379.25
Quota Premium,29154.0
Quota Premium,29150.5
Quota Premium,27767.75
Quota Premium,51725.75
Quota Premium,49165.25
Quota Premium,52463.5
Quota Premium,53102.75
Quota Premium,51502.5
Quota Premium,46403.25
Quota Premium,46651.5
Quota Premium,48597.25
Quota Premium,44273.0
Quota Premium,45370.75
Quota Premium,52176.75
Quota Premium,45313.0
Quota Premium,50328.0
Quota Premium,43807.75
Quota Premium,46152.5
Quota Premium,47477.75
Quota Premium,48768.75
Quota Premium,55476.0
Quota Premium,54724.5
Quota Premium,55060.0
Quota Premium,53502.25
Quota Premium,52977.25
Quota Premium,53206.5
Quota Premium,48772.25
Quota Premium,70797.25
Quota Premium,64210.5
Quota Premium,66666.75
Quota Premium,72490.75
Quota Premium,71945.25
Quota Premium,68377.25
Quota Premium,59549.75
Quota Premium,59159.0
Quota Premium,58647.5
Quota Premium,57845.25
Quota Premium,58451.25
Quota Premium,56573.0
